x,y,th,v,w,v_cmd,w_cmd
741992.5874112879,3391561.3855493916,1.553756965450054,0.0011759651859699046,-0.0009857145854800734,-0.0,-0.0
741992.5735818314,3391561.4047259376,1.5538329113142026,0.002854578966810169,-0.0004596893720435148,0.33215683698654175,-0.0
741992.5738619652,3391561.4062270806,1.5538802219548495,0.0025120923331773915,-0.0009897116913214175,0.3577074110507965,-0.0
741992.5741214096,3391561.406970583,1.5539031417849811,0.0017096454062558062,7.349084432392306e-05,0.3577074110507965,-0.0
741992.5714230761,3391561.4269741965,1.5570733177720433,0.023853739893386832,0.0431042585851856,0.3449321389198303,-0.0
741992.5732093006,3391561.4321935754,1.5609504537973056,0.027572523595788274,0.01773023041994353,0.3896455764770508,-0.0
741992.555008861,3391561.466573662,1.559945163540963,0.07296244324884207,-0.019070475392588954,0.6068252325057983,-0.0
741992.5558000191,3391561.489681008,1.5595082147477841,0.06079429253922422,-0.007259435592867266,0.7281903624534607,-0.0
741992.5561441388,3391561.511840042,1.560344649147745,0.08280861499394432,0.010700809838414592,0.9070439338684082,-0.0
741992.5429129982,3391561.5909860777,1.5604724881621497,0.11545634832777253,0.010717299166288231,1.18171226978302,-0.0
741992.5414640658,3391561.6343155755,1.561754831435942,0.16758293030814408,0.014802373095358395,1.3477905988693237,-0.0
741992.5406921736,3391561.659442357,1.5614699075291147,0.24836156383332125,-0.0009670945726725222,1.711885929107666,-0.0
741992.5351178949,3391561.697229117,1.5607708381459418,0.3250198819071106,-0.006859018049219529,1.8460259437561035,-0.0
741992.5346326845,3391561.735480039,1.56093728259318,0.37176487640709854,0.0031135819412333636,1.858801245689392,-0.0
741992.5338140675,3391561.7779521337,1.5604982105532095,0.5105874696681826,5.850343660224536e-05,2.152632474899292,-0.0
741992.533483256,3391561.8251152784,1.5609844642369612,0.5788433217827135,-0.004705508663198865,2.2420594692230225,-0.0
741992.5055982224,3391561.9588595326,1.5620294095861134,0.6069542797893167,0.01548836300598253,2.420912981033325,-0.0
741992.5014092836,3391562.0912450436,1.56243125198643,0.7889112362152481,0.012255191974280977,2.580604076385498,-0.0
741992.5064965194,3391562.2533394396,1.5641233954147422,1.032956259557835,0.009025549660745072,2.8297219276428223,-0.0
741992.5010506705,3391562.4241602737,1.564264224101394,1.2480594748394602,-0.0004485350426753883,2.9510867595672607,-0.0
741992.494798085,3391562.6079089665,1.5650329944440182,1.2900938626305376,0.0032733505176962695,3.040513515472412,-0.0
741992.4848348299,3391562.7428443646,1.5653746941364837,1.5009319622802608,0.016006789418467737,3.1427156925201416,-0.0
741992.4783310038,3391563.0624283133,1.566720713227836,1.7439714358043858,0.008612638786210793,3.417383909225464,-0.0
741992.4742452751,3391563.176688307,1.5662568142327071,1.9251163197745027,-0.008958713071091726,3.462097644805908,-0.0
741992.4769672602,3391563.4056755654,1.5665449061048902,2.2073056588957933,-0.0047263023761197,3.7176027297973633,-0.0
741992.4730512962,3391563.524885864,1.5667271578696145,2.2847299925860005,-0.004710634131516593,3.864518404006958,-0.0
741992.4683240082,3391563.6453553606,1.5657975312967771,2.397571264902053,0.0011063237104301917,4.113636016845703,-0.0
741992.4655287702,3391563.770892373,1.566481298946952,2.4672352228755137,0.015496704788349957,4.126411437988281,-0.0
741992.4686903686,3391564.056608875,1.5679547939889513,2.7013091822549593,0.010183177167725444,4.126411437988281,-0.14691537618637085
741992.4629203689,3391564.3330400195,1.5693105987669007,2.905168668644391,0.018402315460711006,4.1711249351501465,-0.8687180876731873
741992.4645239634,3391564.6581856613,1.5707940176747126,3.011877533792553,0.020292766651753856,4.1711249351501465,-1.1497740745544434
741992.4602130153,3391564.962667722,1.573058626224939,3.180620017027929,0.024474004624899487,4.1711249351501465,-1.2136504650115967
741992.4481853602,3391565.265048027,1.5653330442735998,3.3104839113350075,-0.052722392126383355,4.1711249351501465,-1.2583637237548828
741992.455978227,3391565.4427709016,1.5617902129874404,3.388228678520889,-0.09568860887116178,4.1711249351501465,-1.3222399950027466
741992.4456037984,3391565.741970812,1.5511671630047363,3.54702748686385,-0.137187623249849,4.183899879455566,-1.366953730583191
741992.4425903733,3391566.037179999,1.5413038150930864,3.6027803520336303,-0.11701207377519768,4.203063011169434,-1.5074818134307861
741992.4551711666,3391566.327445895,1.5318810684584392,3.710023209053137,-0.11647037101754348,4.215838432312012,-2.0887558460235596
741992.4556874719,3391566.4734264077,1.5269097290068308,3.7659048075955317,-0.10211817929934118,4.215838432312012,-2.133469581604004
741992.4630481642,3391566.6196993566,1.5234446401782584,3.7882305571329136,-0.1004176519262776,4.215838432312012,-2.4336884021759033
741992.4679941409,3391566.76608957,1.5192670808566842,3.7718640316795717,-0.15734657444932926,4.215838432312012,-2.4975647926330566
741992.4409175538,3391567.0268280697,1.500574694382932,3.7743102324693885,-0.23081333064499443,4.215838432312012,-2.586991548538208
741992.454936205,3391567.3104096255,1.4818931186787303,3.782484125093503,-0.24944019919598734,4.215838432312012,-2.606154203414917
741992.4270892967,3391567.583183028,1.4497351239432659,3.7311920848045697,-0.3489393281625399,4.228613376617432,-2.6828060150146484
741992.4443521659,3391567.849239928,1.425720027201585,3.746502681520233,-0.31868279588434145,4.215838432312012,-2.6828060150146484
741992.4534201303,3391567.981820062,1.4136556411474164,3.698682445678999,-0.30695211717059784,4.215838432312012,-2.6508679389953613
741992.4350120819,3391568.226396163,1.388678469139566,3.606669079593951,-0.30217872057156575,4.24138879776001,-2.6380927562713623
741992.4720491983,3391568.48237873,1.364869309651553,3.626904188035178,-0.3050833351425755,4.260551929473877,-2.618929624557495
741992.5042588555,3391568.7400394455,1.3372743668054516,3.615737992693333,-0.33462626009724883,4.260551929473877,-2.529503107070923
741992.5730158217,3391568.991348328,1.3139249022111006,3.5197347327188298,-0.29315484624198795,4.286102294921875,-2.4336884021759033
741992.5983982135,3391569.1180591434,1.3026795047711595,3.506358833600445,-0.2921611395216475,4.305264949798584,-2.388975143432617
741992.6217313578,3391569.2451883378,1.290158170208204,3.498111309788055,-0.294729385535846,4.33081579208374,-2.1973459720611572
741992.6480422302,3391569.372414309,1.278493957397334,3.537195341714795,-0.2968351660665315,4.33081579208374,-2.120694398880005
741992.7204159395,3391569.6353273657,1.2596134768492169,3.5056308617114333,-0.2516288450673637,4.464955806732178,-1.807700514793396
741992.7904753308,3391569.893272883,1.243136931948574,3.4401181330014667,-0.2290273977070776,4.54160737991333,-1.3861163854599
741992.829327808,3391570.0212019496,1.2361353149951873,3.417193054399089,-0.19316879181980992,4.579933166503906,-0.9325944781303406
741992.898046778,3391570.3044259697,1.2263640437976324,3.439005817307062,-0.09418980500401528,4.6054840087890625,-0.39603349566459656
741992.9906077811,3391570.5684847073,1.224161942471273,3.46226226161856,-0.01116903819982458,4.6054840087890625,-0.11497746407985687
741993.0281325404,3391570.848289706,1.2222414038511626,3.5547852925460672,0.008570182365047299,4.6054840087890625,-0.0
741993.1280070182,3391571.1348110517,1.2246507656893568,3.5840763263893667,-0.020648941083783106,4.6054840087890625,-0.0
741993.2169884848,3391571.4238997856,1.220556688145578,3.5987620543991556,-0.03207091185603649,4.6054840087890625,-0.0
741993.299219152,3391571.740395878,1.2186534933620665,3.6423734089746143,-0.03398072723064274,4.6054840087890625,-0.0
741993.345317042,3391571.88517422,1.2168703405646903,3.6757466632134537,-0.03770197365984781,4.6054840087890625,-0.0
741993.3902380053,3391572.0308722835,1.2146832860984897,3.7135952006543858,-0.043553125813803155,4.6054840087890625,-0.0
