x,y,th,v,z
741415.1409371701, 3390007.0181124667, 0.8105965941576141, -0.011591758237395354, -0.000247534588864192
741415.2976655365, 3390007.493161249, 0.8052811909379254, -0.008409398773403806, -0.0007755083551019965
741415.7055797236, 3390007.812326386, 0.8035322264710429, -0.006459684902414049, -0.0007754944384978965
741416.1550325485, 3390008.0360063324, 0.802026941243903, -0.007610748887505259, -0.0007768868683811924
741416.4964204375, 3390008.414876692, 0.8090257951676585, -0.00827802569337725, 0.01305251440938655
741416.0857919732, 3390008.059091527, 0.8338675620788359, 0.5949263607673674, -0.04270016442606709
741415.7444944764, 3390007.6214234745, 0.7733693305438331, 0.6703738854661633, -0.04067564949742854
741415.3725708402, 3390007.217536653, 0.7387379166235788, 1.093992493275323, -0.050777455059942286
741414.9480612726, 3390006.8651276664, 0.7008156345443135, 1.2476329767708527, 0.01310096210792103
741414.6141517062, 3390006.2565369015, 0.6552048729770168, 1.4624310899488009, -0.03431003307330198
741414.1495585566, 3390005.753103972, 0.6181971869951126, 1.5315745312464941, -0.07004401283670422
741413.7238417355, 3390005.3841410275, 0.6155163158837844, 1.4952152692885334, -0.0924956104057811
741413.3191551366, 3390004.949618471, 0.5893592137102166, 1.5802504866803675, -0.010157657816215
741412.9138230521, 3390004.4765486144, 0.5805583984138862, 1.6180228195258806, -0.09123376405423174
741412.4429199221, 3390004.217291207, 0.5703522995893486, 1.6342021321766946, -0.010271717445539202
741412.1121958042, 3390003.7767723124, 0.5534418924576179, 1.6773169517630429, 0.004520741356473903
741411.7041977763, 3390003.4493086524, 0.5370294964497321, 1.6749168734835649, -0.049752013992445325
741411.3060362161, 3390003.11846268, 0.5243694944177677, 1.653380334218019, -0.028481216516105013
741410.9145872048, 3390002.7953930283, 0.5361655004130829, 1.619620646610152, -0.018809130498177087
741410.5141139645, 3390002.383668533, 0.5279469852890983, 1.6434560236719409, 0.004035964902982539
741410.0626613104, 3390002.030367055, 0.5372196461515637, 1.6673952987601162, -0.04335666528287836
