x,y,th,vel,w,v_cmd,w_cmd
0, 0, 0, 0, 0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0
0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0
0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0
0.0, 0.0, 0.0, 0.0, 0.0, -0.0, -0.0
0.0, 0.0, 0.0, 0.0, -0.0, -0.0, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, 0.10302027314901352, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, 0.3708726763725281, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, 0.9889940023422241, -0.0
0.0, 0.0, 0.0, -0.0, -0.0, 1.3667349815368652, -0.0
0.0, 0.0, 0.0, -0.0, 0.10302027314901352, 1.524699091911316, -0.0
0.0, 0.0, 0.0, 0.10302027314901352, 0.3708726763725281, 1.668927550315857, -0.0
0.006181216388940811, 0.0, 0.0, 0.3708726763725281, 0.9889940023422241, 1.6826635599136353, -0.0
0.028433576971292493, 0.0, 0.0, 0.9889940023422241, 1.3667349815368652, 1.8406280279159546, -0.0
0.08777321711182594, 0.0, 0.0, 1.3667349815368652, 1.524699091911316, 1.8749680519104004, -0.0
0.16977731600403784, 0.0, 0.0, 1.524699091911316, 1.668927550315857, 2.0191962718963623, -0.0
0.2612592615187168, 0.0, 0.0, 1.668927550315857, 1.6826635599136353, 2.0947444438934326, -0.0
0.36139491453766825, 0.0, 0.0, 1.6826635599136353, 1.8406280279159546, 2.1771605014801025, -0.0
0.46235472813248635, 0.0, 0.0, 1.8406280279159546, 1.8749680519104004, 2.2389726638793945, -0.0
0.5727924098074436, 0.0, 0.0, 1.8749680519104004, 2.0191962718963623, 2.3007848262786865, -0.0
0.6852904929220677, 0.0, 0.0, 2.0191962718963623, 2.0947444438934326, 2.4450132846832275, -0.0
0.8064422692358494, 0.0, 0.0, 2.0947444438934326, 2.1771605014801025, 2.7128655910491943, -0.0
0.9321269358694553, 0.0, 0.0, 2.1771605014801025, 2.2389726638793945, 2.7266018390655518, -0.0
1.0627565659582614, 0.0, 0.0, 2.2389726638793945, 2.3007848262786865, 2.7746777534484863, -0.0
1.197094925791025, 0.0, 0.0, 2.3007848262786865, 2.4450132846832275, 2.7884140014648438, -0.0
1.3351420153677462, 0.0, 0.0, 2.4450132846832275, 2.7128655910491943, 2.8090178966522217, -0.0
1.48184281244874, 0.0, 0.0, 2.7128655910491943, 2.7266018390655518, 2.82275390625, -0.0
1.6446147479116915, 0.0, 0.0, 2.7266018390655518, 2.7746777534484863, 2.82275390625, 0.4738929569721222
1.8082108582556247, 0.0, 0.0, 2.7746777534484863, 2.7884140014648438, 2.8364899158477783, 1.4491509199142456
1.9746915234625337, 0.0, 0.0, 2.7884140014648438, 2.8090178966522217, 2.8364899158477783, 2.8708300590515137
2.141996363550424, 0.0, 0.0, 2.8090178966522217, 2.82275390625, 2.884566068649292, 3.9147682189941406
2.3105374373495575, 0.0, 0.0, 2.82275390625, 2.82275390625, 2.884566068649292, 4.017788410186768
2.4799026717245574, 0.0, 0.0, 2.82275390625, 2.8364899158477783, 3.090606451034546, 4.951838493347168
2.649267906099557, 0.0, 0.02843357741832733, 2.8364899158477783, 2.8364899158477783, 3.2829108238220215, 4.986178398132324
2.819388509317755, 0.004838441321190386, 0.11538263261318206, 2.8364899158477783, 2.884566068649292, 3.4889514446258545, 4.986178398132324
2.9884462819256603, 0.024431799241566302, 0.2876324361562729, 2.884566068649292, 2.884566068649292, 3.516423463821411, 4.814477920532227
3.1544100559582406, 0.0735298925315583, 0.5225185292959214, 2.884566068649292, 3.090606451034546, 3.537027359008789, 3.825484037399292
3.304389899401998, 0.15990490984812003, 0.7635858339071274, 3.090606451034546, 3.2829108238220215, 3.537027359008789, 3.667520046234131
3.438341913047514, 0.2881371666595258, 1.0606961435079576, 3.2829108238220215, 3.4889514446258545, 3.516423463821411, 3.440875291824341
3.5345176769919946, 0.4600360757529217, 1.359866847395897, 3.4889514446258545, 3.516423463821411, 3.537027359008789, 3.4271392822265625
3.578346346122694, 0.6647335687050248, 1.6590375512838365, 3.516423463821411, 3.537027359008789, 3.516423463821411, 3.1867587566375732
