x,y,th,v,z
754856.4570679384, 3390416.3957476136, 0.5453149234961048, 1.8949349412069052, -0.11551077359362515
754856.8761017623, 3390416.713707572, 0.5039434483310234, 1.9073468848021815, -0.19104251871242625
754857.3248928499, 3390417.021335724, 0.4376045050513131, 1.9171646779019804, -0.2059960802506228
754857.9092407099, 3390417.2949759564, 0.3753061097774713, 1.904747620409664, -0.12084010680344033
754858.4799718063, 3390417.5339400913, 0.3779552892718274, 1.8995624076405977, 0.010098795819071535
754858.9632394399, 3390417.7450189088, 0.3793481225219391, 1.9316112447382203, 0.07163269892160824
754859.5638925771, 3390418.012634759, 0.4027744858927664, 1.9661112119270847, 0.13828981340058946
754860.1345071937, 3390418.2310807486, 0.4486877825598961, 1.9262861157486653, 0.15212397091080546
754860.5924486967, 3390418.469489152, 0.49591255290583497, 1.946914541207611, 0.1845984923024748
754861.0318114852, 3390418.7273422414, 0.5417642639727567, 1.930089540349582, 0.1526014360355373
754861.6006911476, 3390419.100100642, 0.5860093565330606, 1.9464264857179208, 0.06017424709178965
754862.0078735825, 3390419.410531865, 0.574602238635924, 1.947701873365235, 0.0071627266605317486
754862.5776251941, 3390419.783503848, 0.5816676715869313, 1.927928792093737, 0.0015643785566335033
754863.0043290657, 3390420.106314858, 0.5930439633944502, 1.8889465241665808, 0.040418766119043235
754863.4487805127, 3390420.403330569, 0.5927954238857187, 1.8852848323836031, 0.02335999676876654
754863.8804506387, 3390420.7249936257, 0.5993424725305423, 1.7392665508539655, 0.0031483564735974483
754864.3043991548, 3390421.007983578, 0.6067139026907999, 1.5527920591788251, 0.02443044286928909
754864.738390714, 3390421.3393954323, 0.6110074510002255, 1.2185402220187176, 0.009542893229548184
