x,y,th,v,z
754866.0613837647, 3390425.67808211, -3.078899711000456, 0.02053453176954314, -0.0011057485432427153
754865.5581643848, 3390425.841887409, -2.983303546301244, 0.7560999066516596, 0.032916069720606365
754865.0257083953, 3390425.846960848, -2.8798658369303483, 1.0727180851648377, 0.23567386953254665
754864.4958768395, 3390425.6332868664, -2.7607500982221564, 1.1772814444404098, 0.264768933151858
754863.9378744394, 3390425.445276656, -2.6335519319216827, 1.2486582474247758, 0.2686756456694773
754863.4508725506, 3390425.198205441, -2.5267116347840477, 1.3017537298630202, 0.05433433161266989
754863.0432083637, 3390424.904207085, -2.511448792260694, 1.3998684264761152, 0.10100549105565712
754862.5903561712, 3390424.514206426, -2.494360352810092, 1.6014910065369958, 0.0882911889485337
754862.1801936987, 3390424.159844898, -2.483345385383469, 1.6584928287392569, 0.027358904914072158
754861.737937458, 3390423.8369143168, -2.479567691377192, 1.6653655963328444, -0.04260359681737196
754861.3160522925, 3390423.540207045, -2.4880914047621, 1.682237841869515, -0.018648587151396983
754860.7460428725, 3390423.170850128, -2.5141554960345958, 1.7153824169288268, -0.021413509880075825
754860.3146892745, 3390422.8723041513, -2.49521975489386, 1.7368003497530136, 0.005310577295135607
754859.9192707805, 3390422.560166732, -2.4937607420906613, 1.783426048823514, 0.015386806789032098
754859.5221512985, 3390422.254168329, -2.497697160497907, 1.9072517672407965, -0.025552620430004058
754859.1260493983, 3390421.927912801, -2.518825615322159, 1.964032379149276, -0.0814759377295398
754858.7120190314, 3390421.6044653268, -2.5359328300584467, 1.98609969784224, -0.07984534564483305
754858.2821183136, 3390421.3242081325, -2.561759766835872, 2.041970122722447, -0.0926128319613142
754857.8134185338, 3390421.014139032, -2.600018073265677, 2.109864636242665, -0.1426497435084193
754857.3394080844, 3390420.719342308, -2.63561548229233, 2.10854948776183, -0.1271748309412282
754856.680084997, 3390420.377226348, -2.6447222947979103, 2.107545269742665, 0.0047594685021014405
754856.2005420539, 3390420.1231254423, -2.651971951917325, 2.147911505951822, -0.02453016188073158
754855.6300153239, 3390419.8272597264, -2.6478005095438792, 2.1619248595973923, -0.002696659861750741
754855.0884822042, 3390419.5135987164, -2.6484953282722805, 2.222039865737353, 0.010591006248522073
754854.635905312, 3390419.247702477, -2.6517158889785133, 2.2699431189068675, -0.01337983526164055
754854.1058094364, 3390418.942829304, -2.6510322555266903, 2.28289598149807, -4.370519647231065e-05
754853.6423514101, 3390418.6932739336, -2.653438687887686, 2.318737857046965, -0.004304673783782791
754853.2034826713, 3390418.442209264, -2.6540271133305393, 2.3172590361260834, -0.010146580098129894
754852.66123542, 3390418.1044222508, -2.656625160131965, 2.303988144853709, -0.0018103142639093594
754852.186068387, 3390417.8529141867, -2.660521364806751, 2.3023711574342274, -0.0016539579287671374
754851.6601401342, 3390417.5496471613, -2.653293012976059, 2.3827335239899217, 0.003678138444413846
754851.164155026, 3390417.3110039565, -2.6368810164423357, 2.385681993839388, 0.1313657236701676
754850.6564633412, 3390417.0257916166, -2.587433438692562, 2.4028429573583385, 0.21418485009536956
754850.1370410515, 3390416.6768434923, -2.507018224313184, 2.3733713490046906, 0.261237757894909
754849.7256303951, 3390416.368566717, -2.437077888291359, 2.395495407222447, 0.30911099521790025
754849.2989745694, 3390416.015483092, -2.3560592016089696, 2.3586066957481644, 0.3676531879060684
754848.8603280791, 3390415.593563682, -2.247487716604727, 2.2938607201791155, 0.3861030105644522
754848.509099697, 3390415.2069156645, -2.145453226812194, 2.246193877223737, 0.4538454247547647
754848.2075642046, 3390414.8041864033, -2.023672196485051, 2.1741918412507464, 0.5357632007696506
754847.9509510766, 3390414.327245688, -1.8786154045467243, 2.1491895250579125, 0.5368843727079516
754847.7831845806, 3390413.8512704032, -1.745903163209242, 2.1239494151103293, 0.5336487248757179
754847.651902191, 3390413.322966205, -1.5874448120334181, 2.105512602950657, 0.5788825144334853
754847.5959236266, 3390412.74334277, -1.405704840292012, 2.0261111910701324, 0.5868672058321831
754847.6470131916, 3390412.169697593, -1.2226476690754542, 1.9527959303280715, 0.5946390607308493
754847.8441778852, 3390411.5714056245, -1.0042447575552549, 1.8402454729509683, 0.610262703668634
754848.0673847102, 3390411.117840407, -0.7685283694723415, 1.6870995848828434, 0.6427394263750141
754848.3872074896, 3390410.7189331427, -0.5277016415736749, 1.5624753090750914, 0.6760946253451047
754848.7979090579, 3390410.407288248, -0.2548557278889856, 1.4176529468475791, 0.7022355013846158
754849.293783318, 3390410.2142756204, 0.03260228490669537, 1.4115253299173611, 0.7187253760871709
754849.8039517798, 3390410.222062746, 0.26602209602357885, 1.4275130409763122, 0.6491144359485407
754850.4297286596, 3390410.3864381467, 0.5673775486517298, 1.5391704340704138, 0.6912086497849803
754850.9810278745, 3390410.686905317, 0.7869264183889904, 1.6869027336401456, 0.3699117548852572
754851.382949988, 3390411.1706202216, 0.8692114381697138, 1.7215991266004973, 0.11125582285043266
754851.7327660356, 3390411.6516706063, 0.8763053003653578, 1.8438102378847911, 0.01962951914208598
754852.0384290906, 3390412.0596087663, 0.904101644768896, 1.844079612940756, 0.1356542491835677
754852.3505765719, 3390412.4664844237, 0.9082181594448588, 1.893850563801132, -0.051474319031185815
754852.6930076139, 3390413.0052042096, 0.866264650423541, 1.9154105051797723, -0.1553924832532146
754853.021176023, 3390413.4470082214, 0.8065985235711333, 1.9218623461750135, -0.1799007764339392
754853.3728064486, 3390413.8963809386, 0.7378179942040379, 1.9005137685726976, -0.24002715566153965
754853.717759782, 3390414.271935468, 0.6766695518888923, 1.9130131386541744, -0.20353680261723248
754854.1702876164, 3390414.7212890657, 0.606380807817458, 1.8969607022891208, -0.19682657529791314
754854.5859184775, 3390415.016925077, 0.5897052249148453, 1.8927395946183876, 0.044135110776199915
754855.0624731276, 3390415.3523430857, 0.6086547479142221, 1.9053606309235132, 0.004477346769481216
754855.4891580619, 3390415.677825583, 0.6170415082400726, 1.919120947017059, 0.035616545940676404
754855.9678032915, 3390416.0350197717, 0.5889563440163149, 1.8853603893102067, -0.17401904036981589
